ANZSRC 2020 Code,ANZSRC 2020 Name,ANZSRC 2008 Code,Partial Match,ANZSRC 2008 Name
460305,"""Image and video coding""",080104,p,"""Computer Vision"""
460305,"""Image and video coding""",080199,p,"""Artificial Intelligence and Image Processing not elsewhere classified"""
460306,"""Image processing""",080106,,"""Image Processing"""
460307,"""Multimodal analysis and synthesis""",080111,p,"""Virtual Reality and Related Simulation"""
460307,"""Multimodal analysis and synthesis""",080199,p,"""Artificial Intelligence and Image Processing not elsewhere classified"""
460307,"""Multimodal analysis and synthesis""",080602,p,"""Computer-Human Interaction"""
460308,"""Pattern recognition""",080109,p,"""Pattern Recognition and Data Mining"""
460309,"""Video processing""",080104,p,"""Computer Vision"""
460309,"""Video processing""",080199,p,"""Artificial Intelligence and Image Processing not elsewhere classified"""
460399,"""Computer vision and multimedia computation not elsewhere classified""",080199,p,"""Artificial Intelligence and Image Processing not elsewhere classified"""
460399,"""Computer vision and multimedia computation not elsewhere classified""",080305,,"""Multimedia Programming """
460399,"""Computer vision and multimedia computation not elsewhere classified""",080399,p,"""Computer Software not elsewhere classified"""
460401,"""Cryptography""",080402,,"""Data Encryption"""
460402,"""Data and information privacy""",080303,p,"""Computer System Security"""
460402,"""Data and information privacy""",080499,p,"""Data Format not elsewhere classified"""
460402,"""Data and information privacy""",080599,p,"""Distributed Computing not elsewhere classified"""
460402,"""Data and information privacy""",080699,p ,"""Information Systems not elsewhere classified"""
460403,"""Data security and protection""",080303,p,"""Computer System Security"""
460404,"""Digital forensics""",080303,p,"""Computer System Security"""
460404,"""Digital forensics""",089999,p ,"""Information and Computing Sciences not elsewhere classified"""
460405,"""Hardware security""",080303,p,"""Computer System Security"""
460406,"""Software and application security""",080303,p,"""Computer System Security"""
460407,"""System and network security""",080303,p,"""Computer System Security"""
460499,"""Cybersecurity and privacy not elsewhere classified""",080303,p,"""Computer System Security"""
460499,"""Cybersecurity and privacy not elsewhere classified""",080399,p,"""Computer Software not elsewhere classified"""
460499,"""Cybersecurity and privacy not elsewhere classified""",080599,p,"""Distributed Computing not elsewhere classified"""
460501,"""Data engineering and data science""",080109,p,"""Pattern Recognition and Data Mining"""
460501,"""Data engineering and data science""",080499,p,"""Data Format not elsewhere classified"""
460501,"""Data engineering and data science""",080699,p ,"""Information Systems not elsewhere classified"""
460502,"""Data mining and knowledge discovery""",080109,p,"""Pattern Recognition and Data Mining"""
460503,"""Data models, storage and indexing""",080403,p,"""Data Structures"""
460504,"""Data quality""",080399,p,"""Computer Software not elsewhere classified"""
460504,"""Data quality""",080499,p,"""Data Format not elsewhere classified"""
460504,"""Data quality""",080604,p,"""Database Management"""
460504,"""Data quality""",080699,p ,"""Information Systems not elsewhere classified"""
460505,"""Database systems""",080604,p,"""Database Management"""
460506,"""Graph, social and multimedia data""",080201,p,"""Analysis of Algorithms and Complexity"""
460506,"""Graph, social and multimedia data""",080299,p,"""Computation Theory and Mathematics not elsewhere classified"""
460506,"""Graph, social and multimedia data""",080399,p,"""Computer Software not elsewhere classified"""
460506,"""Graph, social and multimedia data""",080499,p,"""Data Format not elsewhere classified"""
460506,"""Graph, social and multimedia data""",080604,p,"""Database Management"""
460506,"""Graph, social and multimedia data""",080704,p ,"""Information Retrieval and Web Search"""
460507,"""Information extraction and fusion""",080399,p,"""Computer Software not elsewhere classified"""
460507,"""Information extraction and fusion""",080599,p,"""Distributed Computing not elsewhere classified"""
460507,"""Information extraction and fusion""",080603,p,"""Conceptual Modelling"""
460507,"""Information extraction and fusion""",080604,p,"""Database Management"""
460507,"""Information extraction and fusion""",080605,p ,"""Decision Support and Group Support Systems"""
460507,"""Information extraction and fusion""",080610,p ,"""Information Systems Organisation"""
460507,"""Information extraction and fusion""",080612,p ,"""Interorganisational Information Systems and Web Services"""
460508,"""Information retrieval and web search""",080704,p ,"""Information Retrieval and Web Search"""
460509,"""Query processing and optimisation""",080604,p,"""Database Management"""
460509,"""Query processing and optimisation""",080699,p ,"""Information Systems not elsewhere classified"""
460509,"""Query processing and optimisation""",080704,p ,"""Information Retrieval and Web Search"""
460510,"""Recommender systems""",080105,p,"""Expert Systems"""
460510,"""Recommender systems""",080505,p,"""Web Technologies (excl. Web Search)"""
460510,"""Recommender systems""",080605,p ,"""Decision Support and Group Support Systems"""
460510,"""Recommender systems""",080699,p ,"""Information Systems not elsewhere classified"""
460510,"""Recommender systems""",080799,p ,"""Library and Information Studies not elsewhere classified"""
460511,"""Stream and sensor data""",080504,p,"""Ubiquitous Computing"""
460511,"""Stream and sensor data""",080599,p,"""Distributed Computing not elsewhere classified"""
460511,"""Stream and sensor data""",080604,p,"""Database Management"""
460511,"""Stream and sensor data""",080699,p ,"""Information Systems not elsewhere classified"""
460599,"""Data management and data science not elsewhere classified""",080604,p,"""Database Management"""
460599,"""Data management and data science not elsewhere classified""",080699,p ,"""Information Systems not elsewhere classified"""
460601,"""Cloud computing""",080501,p,"""Distributed and Grid Systems"""
460601,"""Cloud computing""",080599,p,"""Distributed Computing not elsewhere classified"""
460602,"""Concurrent/parallel systems and technologies""",080304,p,"""Concurrent Programming"""
460603,"""Cyberphysical systems and internet of things""",080504,p,"""Ubiquitous Computing"""
460604,"""Dependable systems""",080302,p,"""Computer System Architecture"""
460604,"""Dependable systems""",080399,p,"""Computer Software not elsewhere classified"""
460604,"""Dependable systems""",080501,p,"""Distributed and Grid Systems"""
460604,"""Dependable systems""",080599,p,"""Distributed Computing not elsewhere classified"""
460605,"""Distributed systems and algorithms""",080501,p,"""Distributed and Grid Systems"""
460606,"""Energy-efficient computing""",080399,p,"""Computer Software not elsewhere classified"""
460606,"""Energy-efficient computing""",080499,p,"""Data Format not elsewhere classified"""
460606,"""Energy-efficient computing""",080599,p,"""Distributed Computing not elsewhere classified"""
460606,"""Energy-efficient computing""",100699,,"""Computer Hardware not elsewhere classified"""
460607,"""High performance computing""",080304,p,"""Concurrent Programming"""
460608,"""Mobile computing""",080502,,"""Mobile Technologies"""
460609,"""Networking and communications""",080503,,"""Networking and Communications"""
460610,"""Operating systems""",080307,,"""Operating Systems"""
460611,"""Performance evaluation""",080399,p,"""Computer Software not elsewhere classified"""
460611,"""Performance evaluation""",080599,p,"""Distributed Computing not elsewhere classified"""
460612,"""Service oriented computing""",080505,p,"""Web Technologies (excl. Web Search)"""
460612,"""Service oriented computing""",080612,p ,"""Interorganisational Information Systems and Web Services"""
460699,"""Distributed computing and systems software not elsewhere classified""",080599,p,"""Distributed Computing not elsewhere classified"""
460701,"""Computer aided design""",080103,p,"""Computer Graphics"""
460702,"""Computer graphics""",080103,p,"""Computer Graphics"""
460703,"""Entertainment and gaming""",080111,p,"""Virtual Reality and Related Simulation"""
460703,"""Entertainment and gaming""",080199,p,"""Artificial Intelligence and Image Processing not elsewhere classified"""
460703,"""Entertainment and gaming""",080602,p,"""Computer-Human Interaction"""
460704,"""Interactive narrative""",080107,p,"""Natural Language Processing"""
460704,"""Interactive narrative""",080199,p,"""Artificial Intelligence and Image Processing not elsewhere classified"""
460704,"""Interactive narrative""",080602,p,"""Computer-Human Interaction"""
460705,"""Procedural content generation""",080108,p,"""Neural, Evolutionary and Fuzzy Computation"""
460705,"""Procedural content generation""",080199,p,"""Artificial Intelligence and Image Processing not elsewhere classified"""
460706,"""Serious games""",080103,p,"""Computer Graphics"""
460706,"""Serious games""",080111,p,"""Virtual Reality and Related Simulation"""
460706,"""Serious games""",080199,p,"""Artificial Intelligence and Image Processing not elsewhere classified"""
460706,"""Serious games""",080602,p,"""Computer-Human Interaction"""
460707,"""Sound and music computing""",080199,p,"""Artificial Intelligence and Image Processing not elsewhere classified"""
460707,"""Sound and music computing""",080399,p,"""Computer Software not elsewhere classified"""
460707,"""Sound and music computing""",080499,p,"""Data Format not elsewhere classified"""
460707,"""Sound and music computing""",080699,p ,"""Information Systems not elsewhere classified"""
460707,"""Sound and music computing""",090609,p ,"""Electrical and Electronic Engineering not elsewhere classified"""
460708,"""Virtual and mixed reality""",080111,p,"""Virtual Reality and Related Simulation"""
460799,"""Graphics, augmented reality and games not elsewhere classified""",080199,p,"""Artificial Intelligence and Image Processing not elsewhere classified"""
460801,"""Accessible computing""",080602,p,"""Computer-Human Interaction"""
460802,"""Affective computing""",080602,p,"""Computer-Human Interaction"""
460803,"""Collaborative and social computing""",080602,p,"""Computer-Human Interaction"""
460803,"""Collaborative and social computing""",080605,p ,"""Decision Support and Group Support Systems"""
460803,"""Collaborative and social computing""",080699,p ,"""Information Systems not elsewhere classified"""
460804,"""Computing education""",080399,p,"""Computer Software not elsewhere classified"""
460804,"""Computing education""",080599,p,"""Distributed Computing not elsewhere classified"""
460804,"""Computing education""",080699,p ,"""Information Systems not elsewhere classified"""
460804,"""Computing education""",089999,p ,"""Information and Computing Sciences not elsewhere classified"""
460805,"""Fairness, accountability, transparency, trust and ethics of computer systems""",080399,p,"""Computer Software not elsewhere classified"""
460806,"""Human-computer interaction""",080602,p,"""Computer-Human Interaction"""
460807,"""Information visualisation""",080103,p,"""Computer Graphics"""
460807,"""Information visualisation""",080399,p,"""Computer Software not elsewhere classified"""
460807,"""Information visualisation""",080602,p,"""Computer-Human Interaction"""
460807,"""Information visualisation""",080699,p ,"""Information Systems not elsewhere classified"""
460808,"""Mixed initiative and human-in-the-loop""",080101,p,"""Adaptive Agents and Intelligent Robotics"""
460808,"""Mixed initiative and human-in-the-loop""",080199,p,"""Artificial Intelligence and Image Processing not elsewhere classified"""
460808,"""Mixed initiative and human-in-the-loop""",080602,p,"""Computer-Human Interaction"""
460809,"""Pervasive computing""",080504,p,"""Ubiquitous Computing"""
460810,"""Social robotics""",080101,p,"""Adaptive Agents and Intelligent Robotics"""
460810,"""Social robotics""",080199,p,"""Artificial Intelligence and Image Processing not elsewhere classified"""
460810,"""Social robotics""",080602,p,"""Computer-Human Interaction"""
460899,"""Human-centred computing not elsewhere classified""",080399,p,"""Computer Software not elsewhere classified"""
460899,"""Human-centred computing not elsewhere classified""",080699,p ,"""Information Systems not elsewhere classified"""
460899,"""Human-centred computing not elsewhere classified""",089999,p ,"""Information and Computing Sciences not elsewhere classified"""
460901,"""Business process management""",080609,p ,"""Information Systems Management"""
460901,"""Business process management""",080610,p ,"""Information Systems Organisation"""
460902,"""Decision support and group support systems""",080605,p ,"""Decision Support and Group Support Systems"""
460903,"""Information modelling, management and ontologies""",080603,p,"""Conceptual Modelling"""
460904,"""Information security management""",080609,p ,"""Information Systems Management"""
460905,"""Information systems development methodologies and practice""",080608,,"""Information Systems Development Methodologies"""
460906,"""Information systems education""",080699,p ,"""Information Systems not elsewhere classified"""
460907,"""Information systems for sustainable development and the public good""",080699,p ,"""Information Systems not elsewhere classified"""
460908,"""Information systems organisation and management""",080609,p ,"""Information Systems Management"""
460908,"""Information systems organisation and management""",080610,p ,"""Information Systems Organisation"""
460909,"""Information systems philosophy, research methods and theory""",080611,,"""Information Systems Theory"""
460910,"""Information systems user experience design and development""",080602,p,"""Computer-Human Interaction"""
460911,"""Inter-organisational, extra-organisational and global information systems""",080606,,"""Global Information Systems"""
460912,"""Knowledge and information management""",080607,,"""Information Engineering and Theory"""
460999,"""Information systems not elsewhere classified""",080404,,"""Markup Languages"""
460999,"""Information systems not elsewhere classified""",080699,p ,"""Information Systems not elsewhere classified"""
461001,"""Digital curation and preservation""",080799,p ,"""Library and Information Studies not elsewhere classified"""
461001,"""Digital curation and preservation""",210201,p,"""Archival, Repository and Related Studies"""
461002,"""Human information behaviour""",080703,p ,"""Human Information Behaviour"""
461003,"""Human information interaction and retrieval""",080602,p,"""Computer-Human Interaction"""
461003,"""Human information interaction and retrieval""",080703,p ,"""Human Information Behaviour"""
461003,"""Human information interaction and retrieval""",080704,p ,"""Information Retrieval and Web Search"""
461004,"""Information governance, policy and ethics""",080799,p ,"""Library and Information Studies not elsewhere classified"""
461004,"""Information governance, policy and ethics""",150399,p ,"""Business and Management not elsewhere classified"""
461005,"""Informetrics""",080705,,"""Informetrics"""
461006,"""Library studies""",080706,,"""Librarianship"""
461007,"""Open access""",080799,p ,"""Library and Information Studies not elsewhere classified"""
461008,"""Organisation of information and knowledge resources""",080707,,"""Organisation of Information and Knowledge Resources"""
461009,"""Recordkeeping informatics""",080708,,"""Records and Information Management (excl. Business Records and Information Management)"""
461010,"""Social and community informatics""",080709,,"""Social and Community Informatics"""
461099,"""Library and information studies not elsewhere classified""",080799,p ,"""Library and Information Studies not elsewhere classified"""
461101,"""Adversarial machine learning""",080199,p,"""Artificial Intelligence and Image Processing not elsewhere classified"""
461101,"""Adversarial machine learning""",080303,p,"""Computer System Security"""
461102,"""Context learning""",080104,p,"""Computer Vision"""
461102,"""Context learning""",080199,p,"""Artificial Intelligence and Image Processing not elsewhere classified"""
461103,"""Deep learning""",080108,p,"""Neural, Evolutionary and Fuzzy Computation"""
461103,"""Deep learning""",080109,p,"""Pattern Recognition and Data Mining"""
461104,"""Neural networks""",080108,p,"""Neural, Evolutionary and Fuzzy Computation"""
461104,"""Neural networks""",080109,p,"""Pattern Recognition and Data Mining"""
461105,"""Reinforcement learning""",080101,p,"""Adaptive Agents and Intelligent Robotics"""
461105,"""Reinforcement learning""",080199,p,"""Artificial Intelligence and Image Processing not elsewhere classified"""
461105,"""Reinforcement learning""",090602,p ,"""Control Systems, Robotics and Automation"""
461105,"""Reinforcement learning""",170203,p,"""Knowledge Representation and Machine Learning"""
461106,"""Semi- and unsupervised learning""",080109,p,"""Pattern Recognition and Data Mining"""
461106,"""Semi- and unsupervised learning""",080199,p,"""Artificial Intelligence and Image Processing not elsewhere classified"""
461106,"""Semi- and unsupervised learning""",170203,p,"""Knowledge Representation and Machine Learning"""
461199,"""Machine learning not elsewhere classified""",080109,p,"""Pattern Recognition and Data Mining"""
461199,"""Machine learning not elsewhere classified""",080199,p,"""Artificial Intelligence and Image Processing not elsewhere classified"""
461199,"""Machine learning not elsewhere classified""",170203,p,"""Knowledge Representation and Machine Learning"""
461201,"""Automated software engineering""",080309,p,"""Software Engineering"""
461201,"""Automated software engineering""",080399,p,"""Computer Software not elsewhere classified"""
461202,"""Empirical software engineering""",080309,p,"""Software Engineering"""
461203,"""Formal methods for software""",080203,p,"""Computational Logic and Formal Languages"""
461203,"""Formal methods for software""",080309,p,"""Software Engineering"""
461203,"""Formal methods for software""",080399,p,"""Computer Software not elsewhere classified"""
461204,"""Programming languages""",080308,,"""Programming Languages"""
461205,"""Requirements engineering""",080203,p,"""Computational Logic and Formal Languages"""
461205,"""Requirements engineering""",080309,p,"""Software Engineering"""
461205,"""Requirements engineering""",080399,p,"""Computer Software not elsewhere classified"""
461206,"""Software architecture""",080302,p,"""Computer System Architecture"""
461207,"""Software quality, processes and metrics""",080309,p,"""Software Engineering"""
461207,"""Software quality, processes and metrics""",080399,p,"""Computer Software not elsewhere classified"""
461207,"""Software quality, processes and metrics""",080599,p,"""Distributed Computing not elsewhere classified"""
461208,"""Software testing, verification and validation""",080309,p,"""Software Engineering"""
461208,"""Software testing, verification and validation""",080399,p,"""Computer Software not elsewhere classified"""
461299,"""Software engineering not elsewhere classified""",080306,,"""Open Software"""
461299,"""Software engineering not elsewhere classified""",080399,p,"""Computer Software not elsewhere classified"""
461301,"""Coding, information theory and compression""",080401,,"""Coding and Information Theory"""
461302,"""Computational complexity and computability""",080201,p,"""Analysis of Algorithms and Complexity"""
461303,"""Computational logic and formal languages""",080203,p,"""Computational Logic and Formal Languages"""
461304,"""Concurrency theory""",080204,p,"""Mathematical Software"""
461304,"""Concurrency theory""",080205,p,"""Numerical Computation"""
461304,"""Concurrency theory""",080304,p,"""Concurrent Programming"""
461305,"""Data structures and algorithms""",080201,p,"""Analysis of Algorithms and Complexity"""
461305,"""Data structures and algorithms""",080403,p,"""Data Structures"""
461306,"""Numerical computation and mathematical software""",080204,p,"""Mathematical Software"""
461306,"""Numerical computation and mathematical software""",080205,p,"""Numerical Computation"""
461307,"""Quantum computation""",089999,p ,"""Information and Computing Sciences not elsewhere classified"""
461399,"""Theory of computation not elsewhere classified""",080299,p,"""Computation Theory and Mathematics not elsewhere classified"""
469999,"""Other information and computing sciences not elsewhere classified""",089999,p ,"""Information and Computing Sciences not elsewhere classified"""
470101,"""Communication studies""",200101,,"""Communication Studies"""
470102,"""Communication technology and digital media studies""",200102,,"""Communication Technology and Digital Media Studies"""
470103,"""Environmental communication""",200199,p,"""Communication and Media Studies not elsewhere classified"""
470104,"""International and development communication""",200103,,"""International and Development Communication"""
470105,"""Journalism studies""",190301,,"""Journalism Studies"""
470106,"""Media industry studies""",200199,p,"""Communication and Media Studies not elsewhere classified"""
470107,"""Media studies""",200104,,"""Media Studies"""
470108,"""Organisational, interpersonal and intercultural communication""",200105,,"""Organisational, Interpersonal and Intercultural Communication"""
470199,"""Communication and media studies not elsewhere classified""",200199,p,"""Communication and Media Studies not elsewhere classified"""
470201,"""Arts and cultural policy""",160502,,"""Arts and Cultural Policy"""
470202,"""Asian cultural studies""",200202,,"""Asian Cultural Studies"""
470203,"""Consumption and everyday life""",200203,,"""Consumption and Everyday Life"""
470204,"""Cultural and creative industries""",200299,p,"""Cultural Studies not elsewhere classified"""
470205,"""Cultural studies of agriculture, food and wine""",200299,p,"""Cultural Studies not elsewhere classified"""
470206,"""Cultural studies of nation and region""",200299,p,"""Cultural Studies not elsewhere classified"""
470207,"""Cultural theory""",200204,p,"""Cultural Theory"""
470208,"""Culture, representation and identity""",200204,p,"""Cultural Theory"""
470209,"""Environment and culture""",200299,p,"""Cultural Studies not elsewhere classified"""
470210,"""Globalisation and culture""",200206,,"""Globalisation and Culture"""
470211,"""Migrant cultural studies""",200208,,"""Migrant Cultural Studies"""
470212,"""Multicultural, intercultural and cross-cultural studies""",200209,,"""Multicultural, Intercultural and Cross-cultural Studies"""
470213,"""Postcolonial studies""",200211,,"""Postcolonial Studies"""
470214,"""Screen and media culture""",200212,,"""Screen and Media Culture"""
470299,"""Cultural studies not elsewhere classified""",200299,p,"""Cultural Studies not elsewhere classified"""
470301,"""African languages""",200399,p,"""Language Studies not elsewhere classified"""
470302,"""Central and Eastern European languages (incl. Russian)""",200304,,"""Central and Eastern European Languages (incl. Russian)"""
470303,"""Chinese languages""",200311,,"""Chinese Languages"""
470304,"""Comparative language studies""",200322,,"""Comparative Language Studies"""
470305,"""Early English languages""",200301,,"""Early English Languages"""
470306,"""English as a second language""",200303,,"""English as a Second Language"""
470307,"""English language""",200302,,"""English Language"""
470308,"""French language""",200306,,"""French Language"""
470309,"""German language""",200307,,"""German Language"""
470310,"""Iberian languages""",200308,,"""Iberian Languages"""
470311,"""Indian languages""",200315,,"""Indian Languages"""
470312,"""Indonesian languages""",200313,,"""Indonesian Languages"""
470313,"""Italian language""",200309,,"""Italian Language"""
470314,"""Japanese language""",200312,,"""Japanese Language"""
470315,"""Korean language""",200316,,"""Korean Language"""
470316,"""Latin and classical Greek languages""",200305,,"""Latin and Classical Greek Languages"""
470317,"""Middle Eastern languages""",200318,,"""Middle Eastern Languages"""
470318,"""Other Asian languages (excl. South-East Asian)""",200317,,"""Other Asian Languages (excl. South-East Asian)"""
470319,"""Other European languages""",200310,,"""Other European Languages"""
470320,"""South-East Asian languages (excl. Indonesian)""",200314,,"""South-East Asian Languages (excl. Indonesian)"""
470321,"""Translation and interpretation studies""",200323,,"""Translation and Interpretation Studies"""
470399,"""Language studies not elsewhere classified""",200399,p,"""Language Studies not elsewhere classified"""
470401,"""Applied linguistics and educational linguistics""",200401,,"""Applied Linguistics and Educational Linguistics"""
470402,"""Child language acquisition""",200499,p,"""Linguistics not elsewhere classified """
470403,"""Computational linguistics""",200402,p,"""Computational Linguistics"""
470404,"""Corpus linguistics""",200499,p,"""Linguistics not elsewhere classified """
470405,"""Discourse and pragmatics """,200403,,"""Discourse and Pragmatics """
470406,"""Historical, comparative and typological linguistics""",200406,,"""Language in Time and Space (incl. Historical Linguistics, Dialectology)"""
470407,"""Language documentation and description""",200499,p,"""Linguistics not elsewhere classified """
470407,"""Language documentation and description""","200407
",p,"""Lexicography
"""
470408,"""Lexicography and semantics""",200407,,"""Lexicography """
470409,"""Linguistic structures (incl. phonology, morphology and syntax)""",200408,,"""Linguistic Structures (incl. Grammar, Phonology, Lexicon, Semantics)"""
470410,"""Phonetics and speech science""",200404,,"""Laboratory Phonetics and Speech Science"""
470411,"""Sociolinguistics""",200405,,"""Language in Culture and Society (Sociolinguistics) """
470499,"""Linguistics not elsewhere classified """,200499,p,"""Linguistics not elsewhere classified """
470501,"""African literature""",200599,p,"""Literary Studies not elsewhere classified"""
470502,"""Australian literature (excl. Aboriginal and Torres Strait Islander literature)""",200502,,"""Australian Literature (excl. Aboriginal and Torres Strait Islander Literature)"""
470503,"""Book history """,200599,p,"""Literary Studies not elsewhere classified"""
470503,"""Book history """,210399,p,"""Historical Studies not elsewhere classified"""
470504,"""British and Irish literature""",200503,,"""British and Irish Literature"""
470505,"""Central and Eastern European literature (incl. Russian)""",200509,,"""Central and Eastern European Literature (incl. Russian)"""
470506,"""Children's literature""",200599,p,"""Literary Studies not elsewhere classified"""
470507,"""Comparative and transnational literature""",200524,,"""Comparative Literature Studies"""
470508,"""Digital literature""",200599,p,"""Literary Studies not elsewhere classified"""
470509,"""Ecocriticism""",200599,p,"""Literary Studies not elsewhere classified"""
470510,"""Indian literature""",200520,,"""Indian Literature"""
470511,"""Indonesian literature""",200516,,"""Indonesian Literature"""
470512,"""Korean literature""",200521,,"""Korean Literature"""
470513,"""Latin and classical Greek literature""",200510,,"""Latin and Classical Greek Literature"""
470514,"""Literary theory""",200525,,"""Literary Theory"""
470515,"""Literature in Chinese""",200517,,"""Literature in Chinese"""
470516,"""Literature in French""",200511,,"""Literature in French"""
470517,"""Literature in German""",200512,,"""Literature in German"""
470518,"""Literature in Italian""",200513,,"""Literature in Italian"""
470519,"""Literature in Japanese""",200518,,"""Literature in Japanese"""
470520,"""Literature in Spanish and Portuguese""",200514,,"""Literature in Spanish and Portuguese"""
470521,"""Middle Eastern literature""",200523,,"""Middle Eastern Literature"""
470522,"""New Zealand literature (excl. Māori literature)""",200505,,"""New Zealand Literature (excl. Māori Literature)"""
470523,"""North American literature""",200506,,"""North American Literature"""
470524,"""Other Asian literature (excl. South-East Asian)""",200522,,"""Other Asian Literature (excl. South-East Asian)"""
470525,"""Other European literature""",200515,,"""Other European Literature"""
470526,"""Other literatures in english""",200508,,"""Other Literatures in English"""
470527,"""Popular and genre literature""",200299,p,"""Cultural Studies not elsewhere classified"""
470527,"""Popular and genre literature""",200599,p,"""Literary Studies not elsewhere classified"""
470528,"""Print culture""",200299,p,"""Cultural Studies not elsewhere classified"""
470528,"""Print culture""",200599,p,"""Literary Studies not elsewhere classified"""
470529,"""South-East Asian literature (excl. Indonesian)""",200519,,"""South-East Asian Literature (excl. Indonesian)"""
470530,"""Stylistics and textual analysis""",200526,,"""Stylistics and Textual Analysis"""
470531,"""Young adult literature""",200599,p,"""Literary Studies not elsewhere classified"""
470599,"""Literary studies not elsewhere classified""",200599,p,"""Literary Studies not elsewhere classified"""
479999,"""Other language, communication and culture not elsewhere classified""",209999,p,"""Language, Communication and Culture not elsewhere classified"""
480101,"""Banking, finance and securities law""",180105,p,"""Commercial and Contract Law"""
480101,"""Banking, finance and securities law""",180109,p,"""Corporations and Associations Law"""
480101,"""Banking, finance and securities law""",180112,p,"""Equity and Trusts Law"""
480101,"""Banking, finance and securities law""",180124,p,"""Property Law (excl. Intellectual Property Law)"""
480102,"""Commercial law""",180105,p,"""Commercial and Contract Law"""
480103,"""Corporations and associations law""",180109,p,"""Corporations and Associations Law"""
480104,"""Labour law """,180118,,"""Labour Law """
480105,"""Not-for-profit law""",180103,p,"""Administrative Law """
480105,"""Not-for-profit law""",180109,p,"""Corporations and Associations Law"""
480106,"""Taxation law """,180125,,"""Taxation Law """
480199,"""Commercial law not elsewhere classified""",180199,p,"""Law not elsewhere classified """
480201,"""Animal law""",180199,p,"""Law not elsewhere classified """
480201,"""Animal law""",189999,p,"""Law and Legal Studies not elsewhere classified"""
480202,"""Climate change law""",180111,p,"""Environmental and Natural Resources Law"""
480202,"""Climate change law""",180199,p,"""Law not elsewhere classified """
480203,"""Environmental law""",180111,p,"""Environmental and Natural Resources Law"""
480204,"""Mining, energy and natural resources law""",180111,p,"""Environmental and Natural Resources Law"""
480299,"""Environmental and resources law not elsewhere classified""",180199,p,"""Law not elsewhere classified """
480299,"""Environmental and resources law not elsewhere classified""",189999,p,"""Law and Legal Studies not elsewhere classified"""
480301,"""Asian and pacific law""",180116,p,"""International Law (excl. International Trade Law)"""
480301,"""Asian and pacific law""",180199,p,"""Law not elsewhere classified """
480301,"""Asian and pacific law""",189999,p,"""Law and Legal Studies not elsewhere classified"""
480302,"""Comparative law""",180106,p,"""Comparative Law"""
480303,"""Conflict of laws (incl. private international law)""",180107,,"""Conflict of Laws (Private International Law)"""
480304,"""European Union law""",180106,p,"""Comparative Law"""
480304,"""European Union law""",180116,p,"""International Law (excl. International Trade Law)"""
480305,"""International arbitration""",180116,p,"""International Law (excl. International Trade Law)"""
480306,"""International criminal law""",180116,p,"""International Law (excl. International Trade Law)"""
480307,"""International humanitarian and human rights law""",180114,p,"""Human Rights Law"""
480308,"""International trade and investment law""",180117,,"""International Trade Law"""
480309,"""Ocean law and governance""",180116,p,"""International Law (excl. International Trade Law)"""
480310,"""Public international law""",180116,p,"""International Law (excl. International Trade Law)"""
480311,"""Space, maritime and aviation law""",180116,p,"""International Law (excl. International Trade Law)"""
480399,"""International and comparative law not elsewhere classified""",180199,p,"""Law not elsewhere classified """
480401,"""Criminal law""",180110,p,"""Criminal Law and Procedure"""
480402,"""Family Law """,180113,p,"""Family Law """
480403,"""Law and humanities""",180199,p,"""Law not elsewhere classified """
480403,"""Law and humanities""",189999,p,"""Law and Legal Studies not elsewhere classified"""
480404,"""Law and religion """,180106,p,"""Comparative Law"""
480404,"""Law and religion """,180114,p,"""Human Rights Law"""
480404,"""Law and religion """,180119,p,"""Law and Society"""
480404,"""Law and religion """,180122,p,"""Legal Theory, Jurisprudence and Legal Interpretation"""
480405,"""Law and society and socio-legal research""",180119,p,"""Law and Society"""
480406,"""Law reform""",180122,p,"""Legal Theory, Jurisprudence and Legal Interpretation"""
480406,"""Law reform""",180199,p,"""Law not elsewhere classified """
480407,"""Law, gender and sexuality (incl. feminist legal scholarship)""",180114,p,"""Human Rights Law"""
480407,"""Law, gender and sexuality (incl. feminist legal scholarship)""",180119,p,"""Law and Society"""
480407,"""Law, gender and sexuality (incl. feminist legal scholarship)""",180122,p,"""Legal Theory, Jurisprudence and Legal Interpretation"""
480408,"""Law, science and technology""",180199,p,"""Law not elsewhere classified """
480409,"""Legal education""",180122,p,"""Legal Theory, Jurisprudence and Legal Interpretation"""
480409,"""Legal education""",180199,p,"""Law not elsewhere classified """
480409,"""Legal education""",189999,p,"""Law and Legal Studies not elsewhere classified"""
480410,"""Legal theory, jurisprudence and legal interpretation""",180122,p,"""Legal Theory, Jurisprudence and Legal Interpretation"""
480411,"""Media and communication law""",180199,p,"""Law not elsewhere classified """
480412,"""Medical and health law""",180103,p,"""Administrative Law """
480412,"""Medical and health law""",180199,p,"""Law not elsewhere classified """
480413,"""Race, ethnicity and law""",180101,p,"""Aboriginal and Torres Strait Islander Law """
480413,"""Race, ethnicity and law""",180114,p,"""Human Rights Law"""
480413,"""Race, ethnicity and law""",180115,p,"""Intellectual Property Law"""
480413,"""Race, ethnicity and law""",180201,p,"""Nga Tikanga Māori (Māori Customary Law)"""
480413,"""Race, ethnicity and law""",180202,p,"""Te Māori Whakakaere Rauemi (Māori Resource Law)"""
480413,"""Race, ethnicity and law""",180203,p,"""Te Tiriti O Waitangi (The Treaty of Waitangi)"""
